longitude,latitude,ndvi,ndbi,fakulte
27.202558241842027,38.36735938871114,0.03625464,0.18426967,Fen Edebiyat
27.202672713200993,38.36735919089168,-0.032810792,0.11419032,Fen Edebiyat
27.202787184558836,38.36735899296047,-0.07449633,0.05936508,Fen Edebiyat
27.202901655915557,38.36735879491749,-1.7226528E-4,0.08598425,Fen Edebiyat
27.203016127271155,38.36735859676275,0.11784108,0.29819277,Fen Edebiyat
27.203130598625627,38.36735839849626,-0.01659864,0.34398258,Fen Edebiyat
27.203245069978976,38.367358200118,0.034878165,0.2617587,Fen Edebiyat
27.20221457699123,38.36726985871307,0.015414634,-0.02380484,Fen Edebiyat
27.20232904821161,38.367269661229535,0.08720627,0.08744247,Fen Edebiyat
27.202443519430865,38.36726946363424,0.062209055,0.3547558,Fen Edebiyat
27.202557990649,38.36726926592718,-0.02271771,0.0629286,Fen Edebiyat
27.202672461866012,38.36726906810836,0.037704166,-0.009204276,Fen Edebiyat
27.202786933081903,38.367268870177774,0.051143665,0.24005945,Fen Edebiyat
27.20290140429667,38.36726867213544,-0.02623551,0.3671689,Fen Edebiyat
27.20301587551031,38.36726847398133,-0.04408457,0.23739459,Fen Edebiyat
27.20313034672283,38.367268275715475,-0.07014682,0.03959562,Fen Edebiyat
27.203244817934223,38.367268077337854,0.038951673,-0.07715318,Fen Edebiyat
27.20335928914449,38.36726787884847,0.09409191,0.21752739,Fen Edebiyat
27.203473760353628,38.36726768024734,0.07674685,0.37638214,Fen Edebiyat
27.202099855145644,38.36717993329697,0.16883117,-0.07925801,Fen Edebiyat
27.202214326225185,38.36717973592583,0.012737524,0.037316397,Fen Edebiyat
27.20232879730361,38.36717953844292,0.11950904,0.20248504,Fen Edebiyat
27.202443268380915,38.36717934084825,0.029411765,0.48959896,Fen Edebiyat
27.202557739457095,38.36717914314183,-0.011170471,0.2608459,Fen Edebiyat
27.202672210532153,38.367178945323644,0.12137823,0.10555903,Fen Edebiyat
27.202786681606092,38.3671787473937,0.18745218,0.20654397,Fen Edebiyat
27.202901152678905,38.367178549352,0.019007882,0.32358825,Fen Edebiyat
27.203015623750595,38.36717835119853,0.03325062,0.15867457,Fen Edebiyat
